"infinitive","infinitive_english","mood","mood_english","tense","tense_english","verb_english","form_1s","form_2s","form_3s","form_1p","form_2p","form_3p","gerund","gerund_english","pastparticiple","pastparticiple_english"
"evacuar","to evacuate, empty","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Evacuate! Don't evacuate!",,"evacua","evacue","evacuemos","evacuad","evacuen","evacuando","evacuating","evacuado","evacuated"
"evacuar","to evacuate, empty","Imperativo Negativo","Imperative Negative","Presente","Present","Evacuate! Don't evacuate!",,"no evacues","no evacue","no evacuemos","no evacueis","no evacuen","evacuando","evacuating","evacuado","evacuated"
"evitar","to avoid; to prevent","Indicativo","Indicative","Presente","Present","I avoid, am avoiding","evito","evitas","evita","evitamos","evitais","evitan","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Futuro","Future","I will avoid","evitare","evitaras","evitara","evitaremos","evitareis","evitaran","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Imperfecto","Imperfect","I was avoiding, used to avoid, avoided","evitaba","evitabas","evitaba","evitabamos","evitabais","evitaban","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Preterito","Preterite","I avoided","evite","evitaste","evitó","evitamos","evitasteis","evitaron","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Condicional","Conditional","I would avoid","evitaria","evitarias","evitaria","evitariamos","evitariais","evitarian","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have avoided","he evitado","has evitado","ha evitado","hemos evitado","habeis evitado","han evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have avoided","habre evitado","habras evitado","habra evitado","habremos evitado","habreis evitado","habran evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had avoided","habia evitado","habias evitado","habia evitado","habiamos evitado","habiais evitado","habian evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had avoided","hube evitado","hubiste evitado","hubo evitado","hubimos evitado","hubisteis evitado","hubieron evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have avoided","habria evitado","habrias evitado","habria evitado","habriamos evitado","habriais evitado","habrian evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Subjuntivo","Subjunctive","Presente","Present","I avoid, am avoiding","evite","evites","evite","evitemos","eviteis","eviten","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I avoided, was avoiding","evitara","evitaras","evitara","evitaramos","evitarais","evitaran","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Subjuntivo","Subjunctive","Futuro","Future","I will avoid","evitare","evitares","evitare","evitaremos","evitareis","evitaren","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have avoided, avoided","haya evitado","hayas evitado","haya evitado","hayamos evitado","hayais evitado","hayan evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have avoided","hubiere evitado","hubieres evitado","hubiere evitado","hubieremos evitado","hubiereis evitado","hubieren evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had avoided","hubiera evitado","hubieras evitado","hubiera evitado","hubieramos evitado","hubierais evitado","hubieran evitado","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Avoid! Don't avoid!",,"evita","evite","evitemos","evitad","eviten","evitando","avoiding","evitado","avoided"
"evitar","to avoid; to prevent","Imperativo Negativo","Imperative Negative","Presente","Present","Avoid! Don't avoid!",,"no evites","no evite","no evitemos","no eviteis","no eviten","evitando","avoiding","evitado","avoided"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Presente","Present","I exhibit, am exhibiting","exhibo","exhibes","exhibe","exhibimos","exhibis","exhiben","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Futuro","Future","I will exhibit","exhibire","exhibiras","exhibira","exhibiremos","exhibireis","exhibiran","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Imperfecto","Imperfect","I was exhibiting, used to exhibit, exhibited","exhibia","exhibias","exhibia","exhibiamos","exhibiais","exhibian","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Preterito","Preterite","I exhibited","exhibi","exhibiste","exhibió","exhibimos","exhibisteis","exhibieron","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Condicional","Conditional","I would exhibit","exhibiria","exhibirias","exhibiria","exhibiriamos","exhibiriais","exhibirian","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have exhibited","he exhibido","has exhibido","ha exhibido","hemos exhibido","habeis exhibido","han exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have exhibited","habre exhibido","habras exhibido","habra exhibido","habremos exhibido","habreis exhibido","habran exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had exhibited","habia exhibido","habias exhibido","habia exhibido","habiamos exhibido","habiais exhibido","habian exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had exhibited","hube exhibido","hubiste exhibido","hubo exhibido","hubimos exhibido","hubisteis exhibido","hubieron exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have exhibited","habria exhibido","habrias exhibido","habria exhibido","habriamos exhibido","habriais exhibido","habrian exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Subjuntivo","Subjunctive","Presente","Present","I exhibit, am exhibiting","exhiba","exhibas","exhiba","exhibamos","exhibais","exhiban","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I exhibited, was exhibiting","exhibiera","exhibieras","exhibiera","exhibieramos","exhibierais","exhibieran","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Subjuntivo","Subjunctive","Futuro","Future","I will exhibit","exhibiere","exhibieres","exhibiere","exhibieremos","exhibiereis","exhibieren","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have exhibited, exhibited","haya exhibido","hayas exhibido","haya exhibido","hayamos exhibido","hayais exhibido","hayan exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have exhibited","hubiere exhibido","hubieres exhibido","hubiere exhibido","hubieremos exhibido","hubiereis exhibido","hubieren exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had exhibited","hubiera exhibido","hubieras exhibido","hubiera exhibido","hubieramos exhibido","hubierais exhibido","hubieran exhibido","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Exhibit! Don't exhibit!",,"exhibe","exhiba","exhibamos","exhibid","exhiban","exhibiendo","exhibiting","exhibido","exhibited"
"exhibir","to exhibit, show, display","Imperativo Negativo","Imperative Negative","Presente","Present","Exhibit! Don't exhibit!",,"no exhibas","no exhiba","no exhibamos","no exhibais","no exhiban","exhibiendo","exhibiting","exhibido","exhibited"
"exigir","to demand, require","Indicativo","Indicative","Presente","Present","I demand, am demanding","exijo","exiges","exige","exigimos","exigis","exigen","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Futuro","Future","I will demand","exigire","exigiras","exigira","exigiremos","exigireis","exigiran","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Imperfecto","Imperfect","I was demanding, used to demand, demanded","exigia","exigias","exigia","exigiamos","exigiais","exigian","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Preterito","Preterite","I demanded","exigi","exigiste","exigió","exigimos","exigisteis","exigieron","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Condicional","Conditional","I would demand","exigiria","exigirias","exigiria","exigiriamos","exigiriais","exigirian","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have demanded","he exigido","has exigido","ha exigido","hemos exigido","habeis exigido","han exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have demanded","habre exigido","habras exigido","habra exigido","habremos exigido","habreis exigido","habran exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had demanded","habia exigido","habias exigido","habia exigido","habiamos exigido","habiais exigido","habian exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had demanded","hube exigido","hubiste exigido","hubo exigido","hubimos exigido","hubisteis exigido","hubieron exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have demanded","habria exigido","habrias exigido","habria exigido","habriamos exigido","habriais exigido","habrian exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Subjuntivo","Subjunctive","Presente","Present","I demand, am demanding","exija","exijas","exija","exijamos","exijais","exijan","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I demanded, was demanding","exigiera","exigieras","exigiera","exigieramos","exigierais","exigieran","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Subjuntivo","Subjunctive","Futuro","Future","I will demand","exigiere","exigieres","exigiere","exigieremos","exigiereis","exigieren","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have demanded, demanded","haya exigido","hayas exigido","haya exigido","hayamos exigido","hayais exigido","hayan exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have demanded","hubiere exigido","hubieres exigido","hubiere exigido","hubieremos exigido","hubiereis exigido","hubieren exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had demanded","hubiera exigido","hubieras exigido","hubiera exigido","hubieramos exigido","hubierais exigido","hubieran exigido","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Demand! Don't demand!",,"exige","exija","exijamos","exigid","exijan","exigiendo","demanding","exigido","demanded"
"exigir","to demand, require","Imperativo Negativo","Imperative Negative","Presente","Present","Demand! Don't demand!",,"no exijas","no exija","no exijamos","no exijais","no exijan","exigiendo","demanding","exigido","demanded"
"explicar","to explain","Indicativo","Indicative","Presente","Present","I explain, am explaining","explico","explicas","explica","explicamos","explicais","explican","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Futuro","Future","I will explain","explicare","explicaras","explicara","explicaremos","explicareis","explicaran","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Imperfecto","Imperfect","I was explaining, used to explain, explained","explicaba","explicabas","explicaba","explicabamos","explicabais","explicaban","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Preterito","Preterite","I explained","explique","explicaste","explicó","explicamos","explicasteis","explicaron","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Condicional","Conditional","I would explain","explicaria","explicarias","explicaria","explicariamos","explicariais","explicarian","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have explained","he explicado","has explicado","ha explicado","hemos explicado","habeis explicado","han explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have explained","habre explicado","habras explicado","habra explicado","habremos explicado","habreis explicado","habran explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had explained","habia explicado","habias explicado","habia explicado","habiamos explicado","habiais explicado","habian explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had explained","hube explicado","hubiste explicado","hubo explicado","hubimos explicado","hubisteis explicado","hubieron explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have explained","habria explicado","habrias explicado","habria explicado","habriamos explicado","habriais explicado","habrian explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Subjuntivo","Subjunctive","Presente","Present","I explain, am explaining","explique","expliques","explique","expliquemos","expliqueis","expliquen","explicando","explaining","explicado","explained"
"explicar","to explain","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I explained, was explaining","explicara","explicaras","explicara","explicaramos","explicarais","explicaran","explicando","explaining","explicado","explained"
"explicar","to explain","Subjuntivo","Subjunctive","Futuro","Future","I will explain","explicare","explicares","explicare","explicaremos","explicareis","explicaren","explicando","explaining","explicado","explained"
"explicar","to explain","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have explained, explained","haya explicado","hayas explicado","haya explicado","hayamos explicado","hayais explicado","hayan explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have explained","hubiere explicado","hubieres explicado","hubiere explicado","hubieremos explicado","hubiereis explicado","hubieren explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had explained","hubiera explicado","hubieras explicado","hubiera explicado","hubieramos explicado","hubierais explicado","hubieran explicado","explicando","explaining","explicado","explained"
"explicar","to explain","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","explain! Don't explain!",,"explica","explique","expliquemos","explicad","expliquen","explicando","explaining","explicado","explained"
"explicar","to explain","Imperativo Negativo","Imperative Negative","Presente","Present","explain! Don't explain!",,"no expliques","no explique","no expliquemos","no expliqueis","no expliquen","explicando","explaining","explicado","explained"
"explorar","to explore; to pioneer","Indicativo","Indicative","Presente","Present","I explore, am exploring","exploro","exploras","explora","exploramos","explorais","exploran","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Futuro","Future","I will explore","explorare","exploraras","explorara","exploraremos","explorareis","exploraran","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Imperfecto","Imperfect","I was exploring, used to explore, explored","exploraba","explorabas","exploraba","explorabamos","explorabais","exploraban","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Preterito","Preterite","I explored","explore","exploraste","exploró","exploramos","explorasteis","exploraron","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Condicional","Conditional","I would explore","exploraria","explorarias","exploraria","explorariamos","explorariais","explorarian","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have explored","he explorado","has explorado","ha explorado","hemos explorado","habeis explorado","han explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have explored","habre explorado","habras explorado","habra explorado","habremos explorado","habreis explorado","habran explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had explored","habia explorado","habias explorado","habia explorado","habiamos explorado","habiais explorado","habian explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had explored","hube explorado","hubiste explorado","hubo explorado","hubimos explorado","hubisteis explorado","hubieron explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have explored","habria explorado","habrias explorado","habria explorado","habriamos explorado","habriais explorado","habrian explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Subjuntivo","Subjunctive","Presente","Present","I explore, am exploring","explore","explores","explore","exploremos","exploreis","exploren","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I explored, was exploring","explorara","exploraras","explorara","exploraramos","explorarais","exploraran","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Subjuntivo","Subjunctive","Futuro","Future","I will explore","explorare","explorares","explorare","exploraremos","explorareis","exploraren","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have explored, explored","haya explorado","hayas explorado","haya explorado","hayamos explorado","hayais explorado","hayan explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have explored","hubiere explorado","hubieres explorado","hubiere explorado","hubieremos explorado","hubiereis explorado","hubieren explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had explored","hubiera explorado","hubieras explorado","hubiera explorado","hubieramos explorado","hubierais explorado","hubieran explorado","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Explore! Don't explore!",,"explora","explore","exploremos","explorad","exploren","explorando","exploring","explorado","explored"
"explorar","to explore; to pioneer","Imperativo Negativo","Imperative Negative","Presente","Present","Explore! Don't explore!",,"no explores","no explore","no exploremos","no exploreis","no exploren","explorando","exploring","explorado","explored"
"explotar","to exploit; to explode","Indicativo","Indicative","Presente","Present","I exploit, am exploiting","exploto","explotas","explota","explotamos","explotais","explotan","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Futuro","Future","I will exploit","explotare","explotaras","explotara","explotaremos","explotareis","explotaran","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Imperfecto","Imperfect","I was exploiting, used to exploit, exploited","explotaba","explotabas","explotaba","explotabamos","explotabais","explotaban","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Preterito","Preterite","I exploited","explote","explotaste","explotó","explotamos","explotasteis","explotaron","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Condicional","Conditional","I would exploit","explotaria","explotarias","explotaria","explotariamos","explotariais","explotarian","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have exploited","he explotado","has explotado","ha explotado","hemos explotado","habeis explotado","han explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have exploited","habre explotado","habras explotado","habra explotado","habremos explotado","habreis explotado","habran explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had exploited","habia explotado","habias explotado","habia explotado","habiamos explotado","habiais explotado","habian explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had exploited","hube explotado","hubiste explotado","hubo explotado","hubimos explotado","hubisteis explotado","hubieron explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have exploited","habria explotado","habrias explotado","habria explotado","habriamos explotado","habriais explotado","habrian explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Subjuntivo","Subjunctive","Presente","Present","I exploit, am exploiting","explote","explotes","explote","explotemos","exploteis","exploten","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I exploited, was exploiting","explotara","explotaras","explotara","explotaramos","explotarais","explotaran","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Subjuntivo","Subjunctive","Futuro","Future","I will exploit","explotare","explotares","explotare","explotaremos","explotareis","explotaren","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have exploited, exploited","haya explotado","hayas explotado","haya explotado","hayamos explotado","hayais explotado","hayan explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have exploited","hubiere explotado","hubieres explotado","hubiere explotado","hubieremos explotado","hubiereis explotado","hubieren explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had exploited","hubiera explotado","hubieras explotado","hubiera explotado","hubieramos explotado","hubierais explotado","hubieran explotado","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","exploit! Don't exploit!",,"explota","explote","explotemos","explotad","exploten","explotando","exploiting","explotado","exploited"
"explotar","to exploit; to explode","Imperativo Negativo","Imperative Negative","Presente","Present","exploit! Don't exploit!",,"no explotes","no explote","no explotemos","no exploteis","no exploten","explotando","exploiting","explotado","exploited"
"exponer","to expose","Indicativo","Indicative","Presente","Present","I expose, am exposing","expongo","expones","expone","exponemos","exponeis","exponen","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Futuro","Future","I will expose","expondre","expondras","expondra","expondremos","expondreis","expondran","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Imperfecto","Imperfect","I was exposing, used to expose, exposed","exponia","exponias","exponia","exponiamos","exponiais","exponian","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Preterito","Preterite","I exposed","expuse","expusiste","expuso","expusimos","expusisteis","expusieron","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Condicional","Conditional","I would expose","expondria","expondrias","expondria","expondriamos","expondriais","expondrian","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have exposed","he expuesto","has expuesto","ha expuesto","hemos expuesto","habeis expuesto","han expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have exposed","habre expuesto","habras expuesto","habra expuesto","habremos expuesto","habreis expuesto","habran expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had exposed","habia expuesto","habias expuesto","habia expuesto","habiamos expuesto","habiais expuesto","habian expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had exposed","hube expuesto","hubiste expuesto","hubo expuesto","hubimos expuesto","hubisteis expuesto","hubieron expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have exposed","habria expuesto","habrias expuesto","habria expuesto","habriamos expuesto","habriais expuesto","habrian expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Subjuntivo","Subjunctive","Presente","Present","I expose, am exposing","exponga","expongas","exponga","expongamos","expongais","expongan","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I exposed, was exposing","expusiera","expusieras","expusiera","expusieramos","expusierais","expusieran","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Subjuntivo","Subjunctive","Futuro","Future","I will expose","expusiere","expusieres","expusiere","expusieremos","expusiereis","expusieren","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have exposed, exposed","haya expuesto","hayas expuesto","haya expuesto","hayamos expuesto","hayais expuesto","hayan expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have exposed","hubiere expuesto","hubieres expuesto","hubiere expuesto","hubieremos expuesto","hubiereis expuesto","hubieren expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had exposed","hubiera expuesto","hubieras expuesto","hubiera expuesto","hubieramos expuesto","hubierais expuesto","hubieran expuesto","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Expose! Don't expose!",,"expón","exponga","expongamos","exponed","expongan","exponiendo","exposing","expuesto","exposed"
"exponer","to expose","Imperativo Negativo","Imperative Negative","Presente","Present","Expose! Don't expose!",,"no expongas","no exponga","no expongamos","no expongais","no expongan","exponiendo","exposing","expuesto","exposed"
"exportar","to export","Indicativo","Indicative","Presente","Present","I export, am exporting","exporto","exportas","exporta","exportamos","exportais","exportan","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Futuro","Future","I will export","exportare","exportaras","exportara","exportaremos","exportareis","exportaran","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Imperfecto","Imperfect","I was exporting, used to export, exported","exportaba","exportabas","exportaba","exportabamos","exportabais","exportaban","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Preterito","Preterite","I exported","exporte","exportaste","exportó","exportamos","exportasteis","exportaron","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Condicional","Conditional","I would export","exportaria","exportarias","exportaria","exportariamos","exportariais","exportarian","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have exported","he exportado","has exportado","ha exportado","hemos exportado","habeis exportado","han exportado","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have exported","habre exportado","habras exportado","habra exportado","habremos exportado","habreis exportado","habran exportado","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had exported","habia exportado","habias exportado","habia exportado","habiamos exportado","habiais exportado","habian exportado","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had exported","hube exportado","hubiste exportado","hubo exportado","hubimos exportado","hubisteis exportado","hubieron exportado","exportando","exporting","exportado","exported"
"exportar","to export","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have exported","habria exportado","habrias exportado","habria exportado","habriamos exportado","habriais exportado","habrian exportado","exportando","exporting","exportado","exported"
"exportar","to export","Subjuntivo","Subjunctive","Presente","Present","I export, am exporting","exporte","exportes","exporte","exportemos","exporteis","exporten","exportando","exporting","exportado","exported"
